userName,content,score,at,appVersion
Mazhar Iqbal,This is best game,5,2023-11-01 05:43:21,2.8.0
Imran Baghi khattak,I hate hacker,5,2023-10-30 03:35:07,2.8.0
Mahdi Golpayegani,The most amazing and complete game ever,5,2023-10-29 16:11:49,2.8.0
Black Yuki,Good game,5,2023-11-02 16:30:20,2.8.0
Aung Myo,thank,5,2023-10-30 03:18:37,2.8.0
RAYYAN FARUK,best game ever,5,2023-11-01 05:53:13,2.8.0
Moey Dw,The Best Game in history Every thing in this game is perfect,5,2023-10-30 04:28:02,2.8.0
Shakir Ali,Ver bad and waste of time,1,2023-10-29 16:07:33,2.8.0
Aati King Gamming,I like this game it makes my everyday with fun I play this from 3 years ago,5,2023-10-30 04:28:33,2.8.0
liaqat ali,Give me diamonds ,5,2023-11-02 10:56:03,2.8.0
Pashto Songs,Nice update,5,2023-10-30 04:29:35,2.8.0
Ali deep Shah,Bro please give me uc,1,2023-10-29 16:06:07,2.8.0
Aasma Ahmed, Vgood,5,2023-10-29 16:04:24,2.8.0
Sk Ruhin,My jun,5,2023-10-29 16:38:17,2.8.0
jet,Something,3,2023-10-30 03:17:04,2.8.0
afeni afesco,Good,5,2023-10-30 03:16:30,2.8.0
Asheekah Petetsen,This game is lit,5,2023-11-02 14:16:15,2.8.0
taimoor irfan,this game was really good for fun,5,2023-11-02 09:10:45,2.8.0
Noman Ghanbheer,Good,5,2023-10-30 01:59:13,2.8.0
Malik Mursleen,Nice game plese send me some uc i am so poor,5,2023-10-30 03:34:58,2.8.0
Melkizadek Joseph,Love it but items should be a little cheaper,5,2023-11-01 01:39:53,2.8.0
Adolphus Parkar,good,5,2023-11-02 14:36:30,2.8.0
Arslan Ali,Give Godzilla set,1,2023-11-02 16:20:41,2.8.0
Terry Anno,Love  it its addicting,5,2023-10-30 01:41:28,2.8.0
Tyson Magholyalor,I love this game ,5,2023-11-02 12:32:28,2.8.0
Anthony Konigala,Awesome still needs Abit of upgrade,5,2023-11-01 05:57:09,2.8.0
Muhammad Azam,My life line ,5,2023-10-30 04:33:44,2.8.0
Binyam Mezgebu,My ever choice to play a mobo game,5,2023-10-30 06:07:04,2.8.0
Muhammad Nahid,I love pubg,5,2023-11-02 12:34:42,2.8.0
Nabin Sah,One of the best in the world,5,2023-11-01 00:06:13,2.8.0
Ayerus sherifo,I have no idea this is best game ever,5,2023-11-02 14:34:55,2.8.0
Elmar Quintero,Very good nice game,5,2023-10-30 01:56:52,2.8.0
Mo You,             ,2,2023-10-30 03:34:26,2.8.0
Kevin iyke,I love this game so much,5,2023-10-29 16:39:39,2.8.0
saad sulman,This game isvery good and fun to play I would habe given it 5 star but I am having a problem see now whenever I play two or three matches I always get the notification of close observe for hacking but I dont hack this has happened many time and I am tired of it plz fix this issue,4,2023-10-29 16:39:26,2.8.0
Muhammad Zubair,This is my love  PUBG Mobile,5,2023-11-02 12:34:55,2.8.0
miko selekta,Thsi game is so muche fun bt there is a bot who play withe us so u can stop thos things,3,2023-11-01 05:55:36,2.8.0
Hello G,Because of my favorite,5,2023-11-02 12:36:31,2.8.0
Amirul Hafees,love u pubgm,5,2023-10-30 01:41:31,2.8.0
Ayomide kehinde,One of the best game I love most pubg,5,2023-11-01 00:30:57,2.8.0
Jhun Esmalana,its good,5,2023-11-01 01:30:07,2.8.0
Rayan Ahmed,PBG best,5,2023-10-29 21:48:13,2.8.0
Ziio Zoze,Gg the best,5,2023-11-01 06:04:59,2.8.0
Ganesh Khatri,Very amazing PUBG mobile Game 5 Star,5,2023-10-30 05:14:32,2.8.0
Randy Pascubillo,Di n ganu ma lag,5,2023-10-30 00:46:38,2.8.0
Biswarajlama Tamang,Excellent experience,5,2023-11-01 06:06:42,2.8.0
Shaggy Wonder,Love this game,5,2023-10-30 05:17:07,2.8.0
Mahmood Ali,Good,5,2023-11-02 15:29:41,2.8.0
Subash Kumar Tharu,Its so realistic,5,2023-10-30 01:15:20,2.8.0
Zahari Dahari,Good game,5,2023-10-30 00:45:19,2.8.0
Abdullah Rehmat,Nyc game full of fun,5,2023-11-02 10:01:21,2.8.0
Official Jaydee,my favorite game,4,2023-11-02 15:29:43,2.8.0
Hidayat Khan,Absolutely amazing game in the whole world but a little problem of ms,5,2023-10-30 00:44:13,2.8.0
Ali Husnain,I hate you PUBG mobile Never gave a Royal pass for free,5,2023-11-02 13:44:30,2.8.0
Adeola Adeyinka,I love it,5,2023-11-02 09:59:28,2.8.0
Ela Ralte,The main problem in The games is they should made same fps for all phone so that us poor player can compete with rich players rest it awesome game,5,2023-11-01 06:06:34,2.8.0
Ftg captain Ftg captain,Very good no one with me but pub g is always with me,5,2023-10-30 05:17:15,2.8.0
Raaniya Ahmed,The best game ever,5,2023-11-01 05:35:54,2.8.0
Franck Hatung,I love this game  ,5,2023-10-30 00:44:13,2.8.0
ziad habib,So cool,5,2023-10-30 00:43:24,2.8.0
Muhammad Awais,Its my dream game,4,2023-10-30 04:16:32,2.8.0
Janupa Mandara,good,5,2023-10-30 05:17:16,2.8.0
Kinga Dorji,Great games,5,2023-11-02 13:44:19,2.8.0
Muhammad Ali,Outstanding Graphics End Sound,5,2023-10-30 02:36:16,2.8.0
Anwar Ali,Excellent,5,2023-10-30 05:18:46,2.8.0
wakeel ahmed,Good,5,2023-11-02 09:59:11,2.8.0
Yuuqpak,Best updates ever,5,2023-10-30 02:14:40,2.8.0
Sujata Jogi,awesome this game is  but skin is not getting to fast  but it oki ,4,2023-11-02 10:02:49,2.8.0
hacker 007,nice game,5,2023-11-02 15:34:30,2.8.0
Elizabeth Patagao,Best game ever,5,2023-10-30 05:11:15,2.8.0
Shams Khan,I want glicher,5,2023-11-02 15:24:31,2.8.0
Mohamad Razief,Everytime play got lagging issue,2,2023-10-30 00:52:32,2.8.0
Vishram Meetoo,wow,5,2023-10-30 04:07:12,2.8.0
Mudassar Munir,its Avery good game I ,5,2023-10-30 04:15:43,2.8.0
Daveion Sibblies,BEST GAME IVE EVER PLAYED OVER THE LAST 5 YEARS,5,2023-10-30 00:52:27,2.8.0
Rafith Hassan,Disgusting,1,2023-10-30 02:14:52,2.8.0
Nadia Qaboos,world the best game ,5,2023-11-02 15:25:24,2.8.0
Good Boy Mg Myint,Good Game,5,2023-10-30 04:15:46,2.8.0
Dwight Huntley,Best game ever No jk,5,2023-10-30 00:50:42,2.8.0
Zain Hassan,Good game but need some updated specially playing on data mode when call attend and if crates menu opens uc will detect automatically I lost 460 uc,4,2023-11-01 00:40:20,2.8.0
Sho Sho,I love it ,5,2023-11-01 01:07:47,2.8.0
Uhone Mudau,Not bad,5,2023-10-30 02:33:15,2.8.0
Mamataj Akhter,Still best But cant get good teammates and sometime matchmaking is unfair and some players uses the bugs in the game to kill others,4,2023-10-30 05:11:17,2.8.0
yoshitha isuru,love it,5,2023-10-30 02:33:25,2.8.0
Aby Kun,Dear PUBG MOBILE Saya mengalami masalah akun yang telah di retas orang lain dan akun saya telah di BAN 10 tahun tetapi tidak ada solusi apapun dari pihak TENCENT,1,2023-11-02 10:03:27,2.8.0
mohamed zidane,Good,5,2023-11-02 11:24:51,2.8.0
Ali Shokri,Amazing game,5,2023-11-02 15:26:02,2.8.0
Mohammad Nazmul Hossain,I love pubg mobile the best,5,2023-10-30 02:36:09,2.8.0
Netra bahadur Kumal,I love this game,5,2023-10-30 00:50:25,2.8.0
kristy iindongo,This game is my lifeits the best game of all games ever thanks giving to tencent and the PUBG crew,5,2023-10-30 00:49:10,2.8.0
ABBAS Slaybe,Not good for Islam,1,2023-11-02 13:46:53,2.8.0
Bunol Jay,I love this game,5,2023-11-02 11:54:15,2.8.0
Pho Lapyae,Good,5,2023-11-02 10:26:21,2.8.0
Ali Hayder,nice game but i am 5 years older palyer So pubg corporation please give m416 glacier,4,2023-10-30 05:19:04,2.8.0
Javed Ahmad,I sufort PUBG mobile but I have no glacier please give me a glacier,5,2023-11-02 15:22:26,2.8.0
Muhammad Haseeb,Pubg game is battr,5,2023-10-30 04:03:32,2.8.0
Haver Cabra,Its the base game,5,2023-10-30 00:38:55,2.8.0
atun lay,Need graphic Extreme my phone note 10 pro 5g beta pubg have extreme why org pubg have not Extreme Why,3,2023-10-30 00:38:11,2.8.0
Saleh Rosal,Game ni best giler sampai kan aku dah rank mahkotasayang pubg dan download lah game pubg,5,2023-11-02 10:29:26,2.8.0
fatme yasin,Good,5,2023-10-30 00:36:48,2.8.0
Jemar Dayanay,Im challengeng of this cause Im win and lose but many lose Im still ok Fur fun,5,2023-10-30 02:13:00,2.8.0
Dino Mino,Best Game,5,2023-10-30 02:12:46,2.8.0
Sufiyan Yousaf,Nice game nice graphics,4,2023-10-30 04:17:59,2.8.0
Bawi Iang,the best forever,5,2023-10-30 02:47:25,2.8.0
Shafiq Ullah,I like PUBG MOBILE but my luck is very bed in classic crate in need m416 glacier,5,2023-10-30 05:21:06,2.8.0
Suraj Patel,This was the best game forever,5,2023-10-30 02:49:20,2.8.0
Mohsin Butt,This is awesome game in which beautiful maps outfits weapons best skins forever  When Im free I spend best time with PUBG but I have some issues i went best weapons skins  M416 galcier  I requested to PUBG mobile please give me M416 glacier,5,2023-10-30 00:36:28,2.8.0
Chamling. Arun,wow nice game nest of the best PUBG mobile game,5,2023-10-30 00:36:23,2.8.0
Wai Wai Phoo Aung,I like,5,2023-10-30 02:43:37,2.8.0
McUx Tomal,Good game,5,2023-11-01 06:00:18,2.8.0
Amar Rai,Why my UC is decreasing automatically Even i choose growing pack option too Does growing pack affect Uc Before i take Rp of this season i have more than 700 uc but after taking Rp and completing 100 Rp mission My Uc does not reach 700 back Why this is happening My Uc is decreasing even i have not spent it  What may be the reason,2,2023-10-30 02:50:40,2.8.0
Malik Zulqurnain,I cant play game due to high ms i uninstall this game,1,2023-11-02 15:39:29,2.8.0
Ayanda Shusha,Nice game,5,2023-10-30 05:21:38,2.8.0
Jeremy Revilleza,It was an awesome game ive played a lot of battle royal games but this game is my number 1 because of its realistic gameplay,5,2023-10-30 04:01:49,2.8.0
Sts Brand,we warn you dont try bad things for gaming environment add positive things warn about your negative,5,2023-10-30 02:50:49,2.8.0
tiger King,Nice game nice graphics all nice,5,2023-10-30 04:00:40,2.8.0
Jamaal Smith,Remove dbs,5,2023-10-30 00:35:44,2.8.0
Sameh Shalbi,Magnifique,5,2023-10-30 00:35:28,2.8.0
Hadir Ali,     ,5,2023-10-31 22:58:07,2.8.0
Sarah Delacruz,NICE GIME BOI,5,2023-10-30 04:17:58,2.8.0
Kyle Anthony,Its very nice cant complain,5,2023-11-01 00:49:48,2.8.0
BEST VIDEOS ZONE,Yes I like pubg ,5,2023-11-02 15:37:14,2.8.0
Gul Anwer,I love you put I need 100k uc,5,2023-11-02 13:51:53,2.8.0
AZHAR Sahab,pubg is so  HD WE LOVE PUBG ,5,2023-10-30 02:14:16,2.8.0
Shahxaib Abro,Very best game in 17 ten I not any like that,5,2023-10-30 05:19:37,2.8.0
Pernell Cook,Great game very challenging needs for fine tuning of skills each day very entertaining thank you,5,2023-10-30 02:37:02,2.8.0
Damian Kingraven87,My all time favorite game,5,2023-10-30 04:58:45,2.8.0
Jelmar Saucero,its ok,4,2023-11-02 11:57:11,2.8.0
Ye Thway Aung,I like this game,5,2023-11-01 01:12:55,2.8.0
Archan Gales,Its good,5,2023-10-30 02:37:10,2.8.0
Srijan Subba,Good game,5,2023-10-30 02:37:52,2.8.0
Jerome Crawford,Excellent game for anyone,5,2023-10-30 02:13:50,2.8.0
M Farhan,Good but lots of hakers here you found,3,2023-10-30 02:41:47,2.8.0
Alain Fk,good game,5,2023-10-30 00:41:23,2.8.0
Rafael Sison,now pubg is more fun to play than ros,4,2023-10-30 02:41:53,2.8.0
Aung Kyaw Htay,Nice game,1,2023-10-30 04:58:42,2.8.0
kaleem abbas,Best games better then free fire,5,2023-11-02 11:21:32,2.8.0
Muhammad jamal Ameen,I cant play with low network,1,2023-11-02 13:43:17,2.8.0
Takunda Hove,Best game ever,5,2023-10-30 04:06:58,2.8.0
Sunny Cheema,My game is lag too much,4,2023-10-30 00:40:28,2.8.0
Dick Onofre,Very good game the graphics is so beautiful,5,2023-11-02 13:40:23,2.8.0
Jeremiah Lasisi,Just perfect,5,2023-10-30 00:39:29,2.8.0
Wangchain Moktan,Best game,5,2023-10-30 01:15:50,2.8.0
Mfanafuthi “Black” Gumede,Best android game I have ever played,5,2023-10-30 04:58:42,2.8.0
April Javier,Gorgeous online mobile games and I met a lot of friends,4,2023-10-30 01:16:51,2.8.0
Yasir Shafquat Khan,Connection issues Game lag,1,2023-10-30 04:06:02,2.8.0
Rose,Enjoying,5,2023-10-30 04:09:21,2.8.0
Sean Rosha,This game is so amazing    this is a nice  game  to play with ather please keep it  up  ,5,2023-10-30 05:49:59,2.8.0
Brian D,Very good game this games is so fun it can be a little scuffed sometimes but it is still fun me and my uncle love it so much,5,2023-11-02 14:59:21,2.8.0
Mahad Maxamed axmed,Nice this app is good,5,2023-10-30 05:00:25,2.8.0
kassahun alemayehu,I love playing pubg,5,2023-11-01 05:36:32,2.8.0
Tayyab Butt,Los l i os is i road to the united kingdom the first time,5,2023-11-02 11:43:45,2.8.0
DNALOR NOMOLOS,Nice game,5,2023-10-30 01:00:48,2.8.0
Muhammad AkMal,Pubg lover ,5,2023-10-30 02:24:59,2.8.0
Kimball Morissette,I like it Its a fun and fascinating game to play  I really like a lot,4,2023-11-01 00:46:03,2.8.0
Judelito Fernandez,Logging,4,2023-10-30 00:59:49,2.8.0
عبدالقاهر عايض,  ,5,2023-11-02 10:10:30,2.8.0
Suresh Bandari,Good,5,2023-11-02 10:10:34,2.8.0
Daniel Barnes,Look make it thats we need to have more then one mag if its 1 its supposed to be real loading before going bake in the gun it whod be better,5,2023-10-30 01:09:10,2.8.0
Shoja Momand,best game,5,2023-10-30 01:09:42,2.8.0
Zubair Ahmed,Very bad update only loading only loading,1,2023-11-02 14:58:43,2.8.0
Josh Mazza,Fantastic game,5,2023-10-30 02:25:04,2.8.0
Zizo Elkayal,AMAZING GAME,5,2023-10-30 00:59:21,2.8.0
Glenda Nunez,I love this game so much,5,2023-10-31 23:40:14,2.8.0
offical pokemon channel,Best game in the world,5,2023-10-30 02:23:17,2.8.0
Yaseen Yaseen,Really good for me love itttttt,5,2023-10-31 22:59:39,2.8.0
Edline Morsen,I win a lot of matches and really love the games,5,2023-10-30 02:25:20,2.8.0
Beckly Beckly,I love this game,5,2023-10-30 00:58:55,2.8.0
BADSHAH R.K,Nice,5,2023-10-30 05:04:25,2.8.0
Utsab Ghale,Very good,5,2023-10-30 05:04:46,2.8.0
Seif Mohamed,The best game ,5,2023-11-02 14:55:58,2.8.0
Ezzat Fayyadh,This game is so fun to play,5,2023-10-30 02:24:47,2.8.0
Malik Zybi,exellent,5,2023-10-30 05:01:01,2.8.0
Eng Mo Hassan,Cool game,5,2023-11-02 10:10:10,2.8.0
Zeeshan Ali,Awesome,5,2023-10-30 01:08:21,2.8.0
Muddasir Naeem,Best game ,5,2023-10-30 04:14:38,2.8.0
Joshua Vuna,Nice and need to awardwinning with some upgrades weapons will be best,5,2023-10-30 01:07:54,2.8.0
Ahmed Abbass, ,5,2023-10-30 05:01:09,2.8.0
Alther john Bassig,Is Soo got game,5,2023-10-30 01:07:45,2.8.0
john francis de la Cruz,Happy and excited,5,2023-10-31 23:40:10,2.8.0
MJM SAATH,Nice game  thanks,5,2023-10-30 01:05:55,2.8.0
Rasel Bepary,This is the nice game ii love this game so much,5,2023-10-30 05:02:41,2.8.0
shiraz Ahmed,I play from two years the game this is very beautiful game i like it so much and favorite game and beautiful features everything,5,2023-11-01 00:46:57,2.8.0
James cyrus Selrabac,Best multiplayer shooting game I ever played Keep up the good work  Hey umm theres a bug when sometimes I land with the parachute I walk so slow and its kinda hard to play because I sometimes get caught by the blue zone or get shot so easily To get it back to normal I have to quit to main menu and kinda hard because when Playing rank your points gets lower when you quit so hope it get fix soon and I really love this game its the best and hoping for better gameplay in the future,5,2023-10-30 04:14:32,2.8.0
Saqib Aneeq,No More feature,4,2023-10-30 02:24:32,2.8.0
Shahbaz Haider,I love,5,2023-10-30 04:15:39,2.8.0
Manoest Eliamor,The game is awesome but there could be a couple of things that may need changing Take for instance we get these coupons we cant use in the game Not all of us can subscribe to premium so what are we supposed to do with the premium crate coupons The least the developers can do for us is at least give us an option to dismantle those unusable coupons to the other types of coupons we can actually use We all love the costumes so give us the experience of having at least one premium costume,4,2023-10-30 05:03:01,2.8.0
Maaz Khan,Good,5,2023-11-02 14:57:13,2.8.0
Raymond Bejang,The beat,5,2023-10-30 02:24:45,2.8.0
Maaz Jutt,Lovely game,5,2023-10-30 01:05:45,2.8.0
Mahmood Alshujaa,Impossible not to love,5,2023-10-31 23:03:14,2.8.0
Mohsin ali,I am hereble to inform PUBGM officials that new content ultimate crimson Epihates set is totally against our religion Faith Islamic values  Islamic culture therefore I strongly condemn it and official are requested to remove this Ultimate set from Pa,1,2023-11-02 13:49:48,2.8.0
Said62,o jogo est bem melhor atualmente,5,2023-10-30 05:03:12,2.8.0
Javohir Matyoqubov,Good,5,2023-10-30 05:03:37,2.8.0
Döwran Annayew,My id,5,2023-11-02 11:37:08,2.8.0
Axx DPK,1 worst br game,1,2023-10-30 01:02:39,2.8.0
Ayoub Bh,Drop fps,1,2023-10-30 01:02:37,2.8.0
Sanny Lampesa,Okay,5,2023-10-30 05:03:41,2.8.0
Rifat Ahmed,Very very good game,5,2023-10-30 04:13:50,2.8.0
Zahid Ali,I like pubg mobile,5,2023-10-30 02:21:52,2.8.0
Roberto Del Sol,Its a great game,5,2023-10-30 05:05:10,2.8.0
Renato Yavala,Awesome game,5,2023-10-30 04:59:20,2.8.0
Ali Hassan,Nice game,5,2023-11-02 15:06:36,2.8.0
Sardal baloch,Very nice game,5,2023-11-02 10:03:43,2.8.0
Zeeshan Ali,Nice game I so like this game and enjoy,5,2023-10-30 00:53:44,2.8.0
Niroshan Micheal,Super game and best game I ever play,5,2023-10-30 05:09:02,2.8.0
Alishah Kiran,Best game ever in the world,5,2023-10-30 02:30:38,2.8.0
کارو مرادیان,Very gooooood,5,2023-11-02 11:52:45,2.8.0
Jeovanny Alegre,I totally happy with this game,5,2023-10-30 02:31:23,2.8.0
Abubakr Khan,New update a free UC please Sir,4,2023-11-02 10:13:21,2.8.0
Mr Gamer Mr Gamer,very nice game,5,2023-10-30 05:09:49,2.8.0
Justin Paolo LLana,playing for 4 yrs now and still they wont return my main account ha ha ha,5,2023-10-30 05:10:44,2.8.0
Bryan Duncan,The best ever,5,2023-10-30 02:16:49,2.8.0
Shane Smith,The best,5,2023-10-30 02:16:26,2.8.0
Owais Khan,Chopyyyyy,2,2023-10-31 23:32:29,2.8.0
Awais mustafa,Best game,5,2023-10-30 04:12:14,2.8.0
Abu Wohab,Outstanding and amazing survival game and its also my favorite game of all time,5,2023-10-30 02:31:47,2.8.0
Way to Glory.,We cant play PUBG We live PUBG,5,2023-10-30 04:10:45,2.8.0
Bernard “DJ KO supreme” Stevenson,Still the bast game,5,2023-10-30 00:53:42,2.8.0
Liaqathali liaqathali,Nice game,5,2023-11-01 00:49:25,2.8.0
Monish Philip,Awesome and been in pubg from start and bot upgrade is too real to be pranked as a normal player Lots of love ,5,2023-10-30 00:52:58,2.8.0
Ashish Lama,Excellent,5,2023-10-30 04:09:38,2.8.0
Pindem Fidelis,This games is good  ,2,2023-11-02 15:16:21,2.8.0
Brian Letsatsi,Best fame ever played although I could use an iPhone for an even better experience ,5,2023-11-02 15:18:17,2.8.0
Samad Shaikh,Very nice,5,2023-10-30 00:52:35,2.8.0
Babul sumalani,I love dis game,5,2023-11-02 14:55:28,2.8.0
Pam Joy,I love this game so much,5,2023-10-30 01:13:25,2.8.0
Charlton Nilkapp,Pubg is the best game so far ,5,2023-10-30 01:13:08,2.8.0
Fitri Helmi,Pubg tak ada recall tas tas Ff xpintu,5,2023-10-30 00:57:40,2.8.0
Vincent,Fun game to play to pass the time,5,2023-11-02 11:47:16,2.8.0
Oppo Reno,Best game  I am playing since season 2 Ive been enjoying my pubg mobile experience ,5,2023-11-01 01:08:01,2.8.0
Ri Co,I just need new phone to be pro choss Hahaha,5,2023-10-30 02:20:22,2.8.0
imbacodashop 23,Nice game,5,2023-10-30 05:05:15,2.8.0
Marc Hanes Teppang,Very good game,5,2023-10-30 00:58:41,2.8.0
faisal shahzad,Love this game,5,2023-10-30 04:15:41,2.8.0
Justin Salcedo,I love you pubg,5,2023-11-02 11:50:14,2.8.0
Abdo beko نبيل,     ,5,2023-10-30 01:09:42,2.8.0
chris mandala,the most leading p2p game for mobile,4,2023-10-30 02:18:55,2.8.0
Angie Marie Alcazar,Its so fun and challenge game,3,2023-10-30 05:06:03,2.8.0
Victor Demaisip,Ganda ng pubg wala tatalo sa pubg,5,2023-10-30 00:58:14,2.8.0
Carlo Cocson,Best online games,5,2023-10-30 04:13:03,2.8.0
Maax Khan,Im,5,2023-10-30 02:27:04,2.8.0
Odaine Coke,It good but too much lagging at time,4,2023-10-30 01:10:50,2.8.0
